




2026-04-21T00:00:00,964+0000  INFO [ajp-nio-127.0.0.1-8011-exec-4] [R0000BGP] - UserId : casa, UserName : casa, AuthSource : unknown, Session : 7BD0FDED79630DE697EE9BC8E7575FBC, Category : NTP_SERVERS_VERIFY - User verifying NTP servers
2026-04-21T16:25:00,963+0000  INFO [ajp-nio-127.0.0.1-8011-exec-10] [R0000Cn9] - UserId : casa, UserName : casa, AuthSource : unknown, Session : 64DB788469042B590C0236BD9435E09C, Category : NTP_SERVERS_VERIFY - User verifying NTP servers




2026-04-21T16:30:00,966+0000  INFO [ajp-nio-127.0.0.1-8011-exec-10] [R0000Cna] - UserId : casa, UserName : casa, AuthSource : unknown, Session : 44E512EF01CFF25DDF17E1027AD4E115, Category : NTP_SERVERS_VERIFY - User verifying NTP servers




2026-04-21T16:35:00,964+0000  INFO [ajp-nio-127.0.0.1-8011-exec-9] [R0000CoL] - UserId : casa, UserName : casa, AuthSource : unknown, Session : 568C79616147B337E8116F01CBAFB553, Category : NTP_SERVERS_VERIFY - User verifying NTP servers




2026-04-21T16:40:00,958+0000  INFO [ajp-nio-127.0.0.1-8011-exec-8] [R0000Cor] - UserId : casa, UserName : casa, AuthSource : unknown, Session : 442019773F8A12CCFD7BCFA7737EC87C, Category : NTP_SERVERS_VERIFY - User verifying NTP servers




2026-04-21T16:45:00,986+0000  INFO [ajp-nio-127.0.0.1-8011-exec-3] [R0000CpJ] - UserId : casa, UserName : casa, AuthSource : unknown, Session : E49881A2F429D44BB8995FAC231ED3B3, Category : NTP_SERVERS_VERIFY - User verifying NTP servers




2026-04-21T16:50:00,977+0000  INFO [ajp-nio-127.0.0.1-8011-exec-6] [R0000Cpn] - UserId : casa, UserName : casa, AuthSource : unknown, Session : C9471AFF9D3CE685FB302050F5CBD895, Category : NTP_SERVERS_VERIFY - User verifying NTP servers




2026-04-21T16:55:00,973+0000  INFO [ajp-nio-127.0.0.1-8011-exec-4] [R0000CqF] - UserId : casa, UserName : casa, AuthSource : unknown, Session : F0B1C39E6B3031826E66FC4ABB02CC1C, Category : NTP_SERVERS_VERIFY - User verifying NTP servers




2026-04-21T17:00:00,954+0000  INFO [ajp-nio-127.0.0.1-8011-exec-4] [R0000Cqg] - UserId : casa, UserName : casa, AuthSource : unknown, Session : 1A2535B73C98F7AD35A5FC5B4656B0D2, Category : NTP_SERVERS_VERIFY - User verifying NTP servers




2026-04-21T17:05:00,998+0000  INFO [ajp-nio-127.0.0.1-8011-exec-7] [R0000CrB] - UserId : casa, UserName : casa, AuthSource : unknown, Session : CD53315C090D2F023DE0B61E9C406368, Category : NTP_SERVERS_VERIFY - User verifying NTP servers




2026-04-21T17:09:15,236+0000  INFO [ajp-nio-127.0.0.1-8011-exec-6] [R0000Crl] - UserId : casa, UserName : casa, AuthSource : unknown, Session : 5DB36EE7D21311C889EB9927D6F688A0, Category : UPLOAD_PAK_TO_CLUSTER - User uploading .pak file to cluster




2026-04-21T17:10:00,972+0000  INFO [ajp-nio-127.0.0.1-8011-exec-5] [R0000CsG] - UserId : casa, UserName : casa, AuthSource : unknown, Session : 97D90C6D5F200A7DC6C1C425E8B2DB62, Category : NTP_SERVERS_VERIFY - User verifying NTP servers




2026-04-21T17:10:40,395+0000  INFO [ajp-nio-127.0.0.1-8011-exec-6] [R0000CsR] - UserId : casa, UserName : casa, AuthSource : unknown, Session : F631B64F6B39051C056C2CB8760E57F3, Category : UPLOAD_PAK_TO_CLUSTER - User uploading .pak file to cluster




2026-04-21T17:14:54,188+0000  INFO [ajp-nio-127.0.0.1-8011-exec-1] [R0000Csv] - UserId : casa, UserName : casa, AuthSource : unknown, Session : 07962B93B3BF08EB4E00EF29CDA7F895, Category : UPLOAD_PAK_TO_CLUSTER - User uploading .pak file to cluster




2026-04-21T17:15:00,918+0000  INFO [ajp-nio-127.0.0.1-8011-exec-9] [R0000Ct3] - UserId : casa, UserName : casa, AuthSource : unknown, Session : CF16A975B0C6101EA8C00025430B1E46, Category : NTP_SERVERS_VERIFY - User verifying NTP servers




2026-04-21T17:15:39,954+0000  INFO [ajp-nio-127.0.0.1-8011-exec-8] [R0000Ctb] - UserId : casa, UserName : casa, AuthSource : unknown, Session : 47A4B6B7F1F712CC4F42FE274D9AA6E6, Category : INSTALL_PAK_OPERATION - Installing .pak file to cluster




2026-04-21T17:16:01,296+0000  INFO [ajp-nio-127.0.0.1-8011-exec-1] [R0000CuG] - UserId : casa, UserName : casa, AuthSource : unknown, Session : 5E92296254E780999D7F12A75635E981, Category : GET_TOKEN - Get Suite-API Token




2026-04-21T17:17:04,599+0000  INFO [ajp-nio-127.0.0.1-8011-exec-1] [R0000CuZ] - UserId : casa, UserName : casa, AuthSource : unknown, Session : A7DF13045508CF14D990472CE0F082D9, Category : UNINSTALL_PAK_OPERATION - Uninstalling a Pak




2026-04-21T17:17:08,597+0000  INFO [ajp-nio-127.0.0.1-8011-exec-7] [R0000Cug] - UserId : casa, UserName : casa, AuthSource : unknown, Session : FCBF2BE11FA01E507C5BA0A8ED88082F, Category : UNINSTALL_PAK_OPERATION - Retrieve Pak Uninstalling status




2026-04-21T17:17:21,918+0000  INFO [ajp-nio-127.0.0.1-8011-exec-9] [R0000Cuw] - UserId : casa, UserName : casa, AuthSource : unknown, Session : EAD131847B28E478F2458B40220B10DC, Category : UNINSTALL_PAK_OPERATION - Retrieve Pak Uninstalling status




2026-04-21T17:17:35,294+0000  INFO [ajp-nio-127.0.0.1-8011-exec-9] [R0000Cv5] - UserId : casa, UserName : casa, AuthSource : unknown, Session : 96FFFEA4B74932BA0FE16E28CB0E1B5D, Category : UNINSTALL_PAK_OPERATION - Retrieve Pak Uninstalling status




2026-04-21T17:17:48,821+0000  INFO [ajp-nio-127.0.0.1-8011-exec-9] [R0000CvD] - UserId : casa, UserName : casa, AuthSource : unknown, Session : 6F1A6DF66D6A0BF23F4CECCCBC0BA56B, Category : UNINSTALL_PAK_OPERATION - Retrieve Pak Uninstalling status




2026-04-21T17:18:02,166+0000  INFO [ajp-nio-127.0.0.1-8011-exec-6] [R0000CvK] - UserId : casa, UserName : casa, AuthSource : unknown, Session : 9302BF04A1C2BA19192967EBD033580F, Category : UNINSTALL_PAK_OPERATION - Retrieve Pak Uninstalling status




2026-04-21T17:18:06,245+0000  INFO [ajp-nio-127.0.0.1-8011-exec-9] [R0000CvL] - UserId : casa, UserName : casa, AuthSource : unknown, Session : 73D2FAC227E57FD783DA3325BC6DCE96, Category : SLICE_REMOVE_CORE_PAK - Purging core .pak file from CaSA and Pak Manager




2026-04-21T17:18:36,248+0000  INFO [ajp-nio-127.0.0.1-8011-exec-4] [R0000CvW] - UserId : casa, UserName : casa, AuthSource : unknown, Session : E6AF2360DAA880CCE25C9EF494920CA0, Category : UPLOAD_PAK_TO_CLUSTER - User uploading .pak file to cluster




2026-04-21T17:19:26,274+0000  INFO [ajp-nio-127.0.0.1-8011-exec-10] [R0000Cw1] - UserId : casa, UserName : casa, AuthSource : unknown, Session : 05B0D5E36A961B784F286DFBC53EA70B, Category : UPLOAD_PAK_TO_CLUSTER - User uploading .pak file to cluster




2026-04-21T17:19:55,723+0000  INFO [ajp-nio-127.0.0.1-8011-exec-8] [R0000Cw5] - UserId : casa, UserName : casa, AuthSource : unknown, Session : 2A5919E4BE27026BDC4592EB085469E9, Category : SLICE_REMOVE_CORE_PAK - Purging core .pak file from CaSA and Pak Manager




2026-04-21T17:20:01,013+0000  INFO [ajp-nio-127.0.0.1-8011-exec-8] [R0000CwC] - UserId : casa, UserName : casa, AuthSource : unknown, Session : 13812137653B2A169F6E0895654E171D, Category : NTP_SERVERS_VERIFY - User verifying NTP servers




2026-04-21T17:20:14,955+0000  INFO [ajp-nio-127.0.0.1-8011-exec-10] [R0000CwF] - UserId : casa, UserName : casa, AuthSource : unknown, Session : D386534A7FA1803757DE2FD0CA4D84D0, Category : CLUSTER_PAK_PAKID_CANCEL_STAGE - User canceling stage of pak file




2026-04-21T17:25:00,972+0000  INFO [ajp-nio-127.0.0.1-8011-exec-4] [R0000Cwj] - UserId : casa, UserName : casa, AuthSource : unknown, Session : C873250F67BFCEFBA25D9106ACB92766, Category : NTP_SERVERS_VERIFY - User verifying NTP servers




2026-04-21T17:30:00,984+0000  INFO [ajp-nio-127.0.0.1-8011-exec-7] [R0000CxA] - UserId : casa, UserName : casa, AuthSource : unknown, Session : 62103C63D17CE3E955C2DD29DA051F50, Category : NTP_SERVERS_VERIFY - User verifying NTP servers




2026-04-21T17:35:00,952+0000  INFO [ajp-nio-127.0.0.1-8011-exec-1] [R0000Cxf] - UserId : casa, UserName : casa, AuthSource : unknown, Session : 0E9D193883177CFD50C32244EA1E123A, Category : NTP_SERVERS_VERIFY - User verifying NTP servers




2026-04-21T17:40:00,985+0000  INFO [ajp-nio-127.0.0.1-8011-exec-7] [R0000CyB] - UserId : casa, UserName : casa, AuthSource : unknown, Session : 9B360D72E505B552F05F0114E937D305, Category : NTP_SERVERS_VERIFY - User verifying NTP servers




2026-04-21T17:45:01,024+0000  INFO [ajp-nio-127.0.0.1-8011-exec-7] [R0000Cyd] - UserId : casa, UserName : casa, AuthSource : unknown, Session : D4ED1C10CCF4CDA9FEC760AAB95635A8, Category : NTP_SERVERS_VERIFY - User verifying NTP servers




2026-04-21T17:50:00,985+0000  INFO [ajp-nio-127.0.0.1-8011-exec-8] [R0000CzD] - UserId : casa, UserName : casa, AuthSource : unknown, Session : F8BD4D86BCE98952B4D760298810ECE5, Category : NTP_SERVERS_VERIFY - User verifying NTP servers




2026-04-21T17:52:43,187+0000  INFO [ajp-nio-127.0.0.1-8011-exec-10] [R0000Czb] - UserId : casa, UserName : casa, AuthSource : unknown, Session : AE4BD630AB8BA1F1E163D8B3CD727945, Category : UPLOAD_PAK_TO_CLUSTER - User uploading .pak file to cluster




2026-04-21T17:53:36,203+0000  INFO [ajp-nio-127.0.0.1-8011-exec-6] [R0000D0B] - UserId : casa, UserName : casa, AuthSource : unknown, Session : 378E7A97A8A117FD93D1360EB542934A, Category : INSTALL_PAK_OPERATION - Installing .pak file to cluster




2026-04-21T17:53:58,444+0000  INFO [ajp-nio-127.0.0.1-8011-exec-1] [R0000D0t] - UserId : casa, UserName : casa, AuthSource : unknown, Session : AE520D9B44623CE79DCAAB862677E025, Category : GET_TOKEN - Get Suite-API Token




2026-04-21T17:55:01,001+0000  INFO [ajp-nio-127.0.0.1-8011-exec-9] [R0000D1B] - UserId : casa, UserName : casa, AuthSource : unknown, Session : 5A56C644E62D69DE539A66E7765ABF40, Category : NTP_SERVERS_VERIFY - User verifying NTP servers




2026-04-21T18:00:00,976+0000  INFO [ajp-nio-127.0.0.1-8011-exec-10] [R0000D1f] - UserId : casa, UserName : casa, AuthSource : unknown, Session : CAD2966224F47009744B428C23EA1CCF, Category : NTP_SERVERS_VERIFY - User verifying NTP servers




2026-04-21T18:05:01,002+0000  INFO [ajp-nio-127.0.0.1-8011-exec-8] [R0000D2A] - UserId : casa, UserName : casa, AuthSource : unknown, Session : A086761EC6A88AB6BA0C837D29C01135, Category : NTP_SERVERS_VERIFY - User verifying NTP servers




2026-04-21T18:10:00,990+0000  INFO [ajp-nio-127.0.0.1-8011-exec-6] [R0000D2g] - UserId : casa, UserName : casa, AuthSource : unknown, Session : 1FE8DFA96133041B80D999171182AFB7, Category : NTP_SERVERS_VERIFY - User verifying NTP servers




2026-04-21T18:15:00,955+0000  INFO [ajp-nio-127.0.0.1-8011-exec-3] [R0000D38] - UserId : casa, UserName : casa, AuthSource : unknown, Session : 645CDF968A17DC8EF5B24CC12D2C8B4D, Category : NTP_SERVERS_VERIFY - User verifying NTP servers




2026-04-21T18:20:00,972+0000  INFO [ajp-nio-127.0.0.1-8011-exec-8] [R0000D3c] - UserId : casa, UserName : casa, AuthSource : unknown, Session : 5D43A007013BA572863DA2754D1A5A14, Category : NTP_SERVERS_VERIFY - User verifying NTP servers




2026-04-21T18:25:00,981+0000  INFO [ajp-nio-127.0.0.1-8011-exec-5] [R0000D44] - UserId : casa, UserName : casa, AuthSource : unknown, Session : 42AB4F3CF7CB09B4080DBFBCF1486A8B, Category : NTP_SERVERS_VERIFY - User verifying NTP servers




2026-04-21T18:30:00,969+0000  INFO [ajp-nio-127.0.0.1-8011-exec-5] [R0000D4V] - UserId : casa, UserName : casa, AuthSource : unknown, Session : 72067D1A0018C537A31D87EA7D44D6BD, Category : NTP_SERVERS_VERIFY - User verifying NTP servers




2026-04-21T18:35:00,943+0000  INFO [ajp-nio-127.0.0.1-8011-exec-4] [R0000D50] - UserId : casa, UserName : casa, AuthSource : unknown, Session : 5412C6DE9EE7EA8A8D88DC3A068D50C6, Category : NTP_SERVERS_VERIFY - User verifying NTP servers




2026-04-21T18:40:00,945+0000  INFO [ajp-nio-127.0.0.1-8011-exec-8] [R0000D5W] - UserId : casa, UserName : casa, AuthSource : unknown, Session : F0CAB05F9A2D9A7BED2B2FFA043C1B60, Category : NTP_SERVERS_VERIFY - User verifying NTP servers




2026-04-21T18:45:00,974+0000  INFO [ajp-nio-127.0.0.1-8011-exec-5] [R0000D5y] - UserId : casa, UserName : casa, AuthSource : unknown, Session : 67DDC146DCF5ED716BF22CAA5A5EFD72, Category : NTP_SERVERS_VERIFY - User verifying NTP servers




2026-04-21T18:50:00,925+0000  INFO [ajp-nio-127.0.0.1-8011-exec-4] [R0000D6S] - UserId : casa, UserName : casa, AuthSource : unknown, Session : E906080A1B7D0EDC597FB997FCA1916A, Category : NTP_SERVERS_VERIFY - User verifying NTP servers




